Start,End,Text
4338.55,4367.49,"3 buçuk 4 sente kadar indirebilirsiniz. Biz bunu yapacağız, bir başka ülkeye batmış oranda %70 oranda bir ülkeyi bağımlı hale getirmek onun esiri haline getirmek demektir. Bunu yapacağız. Bu konuda kararlıyız. Deprem evini, maliyetlerini nereden karşılıyorsunuz? Erdoğan ne dedi, evleri yapacağım. Bir yıl sonra teslim edeceğim demek ki para var, 2 yıl para almayacağım demek ki yine para var, sonra 20 taksitli alacağım. Ben de diyorum ki madem para var, bir yılda yapıyorsun, 2 yılda almıyorsun e ben iş almayacağım, niye alayım ben parayı almıyorum onun olsun."
4367.49,4369.91,Yani evlerin.
4369.91,4402.33,"Teşekkürler, teşekkürler. O evlerin yapımında evi yapımında hata var. O hataya göz yuman ka mudur? Anayasa gayet açıktır, onu da söyledim, çamurdur ve dolayısıyla devlet o evleri yapmak ve ücretsiz vermek zorunda. Sadece onu değil. Bakın dava açılırsa evindeki buzdolabının mobilyasını da parasını alabilir. Anayasa çok açık bir başka şey 300 milyar dolar ben yurtdışından getireceğim, eve getireceğim sadece demokrasi istiyorlar temiz para uyuşturucu parası değil, 8 sefer kanun çıkardılar uyuşturucu baronlarını parasını getirmek için itiraz ettik en son hangi kanun?"
4402.33,4437.57,"8 ayrı kanun bana telefonunuzu verirseniz ben size ilgini kanunu göndereceğim, ilgili kanunu göndereceğim ama dönüp bana diyeceksiniz ki, evet, ben bunu görmemiştim ama size söz veriyorum göndereceğim. Üstelik son çıkan bir kanunda diyor ki, getirilen paranın kaynağı asla sorun olmayacaktır. Onu da göreceksiniz orada kaan da onu da göre 300 milyar dolar temiz para getireceğiz. Bu yatırım yapacağız. Doğu akdeniz'deki doğalgaz yataklarını buradan geçireceğiz, avrupa'ya götüreceğiz. Benim genel başkanlığım veya türkiye'deki demokrasiyle ilgili Avrupa ve arap dünyasını karşılaştırdığımız türkiye'nin Avrupa ya da arap dünyasının arasında türkiye'nin kendine özgü koşulları vardır ve o koşulları için."
4437.57,4472.67,"Demokrasini geliştirmeye çalışan bir ülkedir ve biz bu demokrasinin gelişmesi için de elimizden gelen çabayı gösteriyoruz. Evet galiba evet teşekkür ediyoruz. Sağ olun mülteci mülteci konusunda bir filmimiz var. Adem madem film dedi. Filmdeki konusunda bizim dinimiz var. Hemen hemen reji arkadaşlarımıza söylerim, mülteci nedir? 10'a çıkart mülteci değil aslında sığınmacı, sığınmacı, evet, sığınmacı nedir? Evet sanki bizim dertlerimiz yetmiyormuş gibi bir kimyon 200.000 Suriyeli geldi, gencecik fidan gibi Suriyeliler geziyorlar yine ben söylüyorum, Nisan 2.017 bizim gencecik pırlanta gibi çocuklarımızı el baba göndereceğiz."
4472.67,4507.91,"Suriye'nin gençleri türkiye'de volta atacak. Bu benim vicdanıma dokunuyor. Kendi ülkeni seviyorsan git kardeşim. Mücadele ise mücadeleni yap. Kendi ülkende geliyorsun. Türkiye'ye oradan geliyorsun. Çocuk olsan anlarım, kadın olsan anlarım kaçtın geldin derin ve biz kendi evlatlarımızı gönderiyoruz. Evlatlarımız şehit ediliyor, yetki vereceksiniz. En geç 2 yıl içerisinde bütün suriyelileri kendi topraklarına göndereceğim, oturacağız, konuşacağız, Suriye yönetimiyle oturacağız. Karşılıklı büyükelçilikleri açacağız. Bizim hatay'ın dokusu değişti, kilise Suriyeli nüfusu bizim nüfusumuzu açtı, akıl alacak şey değil hiç."
4507.91,4543.15,"Meraklanmayın en geç 2 yıl içinde en geç 2 yıl içinde bütün Suriyeli kardeşlerimizi davulla zurnayla memleketlerine göndereceğiz. Türkiye'ye gelen afganlılar, rıza geldikleri ülkeye geri İade edecek. Bunu suriye'nin de iran'ın da afganistan'ın da bilmesini isteriz. Size sözüm söz, bütün mültecileri kendi ülkelerine davulla zurnayla göndereceği kendi ülkelerinde yaşayacak, kendi ülkemizin demokratik yapısının değişmesini istemiyoruz. Defalarca söyledim. Bütün sınır kapılarında yazar hudut namustur der egemenlik sınırlarımızın bell."
4543.15,4578.71,"Ilgilendiği alandır budur. O çizgilerin içinde kalan bizim egemenlik sınırlarımızda egemenlik sınırlarımızı korumak da bizim namus borcumuzdur. Teşekkürler burada. Suriyelilerle ilgili şöyle, bizim gencecik fidan gibi askerlerimiz güvenlik görevlimiz şehit olurken, onların fidan gibi beyleri bizim sokaklarımızda bol dağıtıyor. Yaşlıyı kabul ederim, çocuğu kabul ederim, kadını kabul ederim ama Kilis Ticaret Odası Başkanı bana nedir biliyor musunuz? Böyle devam ederse fazla değil. 45 yıl sonra Kilis ticaret ve sanayi odası'nın başkanı bir Suriyeli olacak. Ben Suriyelilerin kendi ülkelerinde daha rahat edeceğine."
4578.71,4613.62,"Evet, suriye'de meşru hükümete oturacağız, anlaşacağız. Buradan gidenlerin can ve mal güvenliğini sağlayacağız. Eğer avrupalılar Suriyelilerin haklarını korumaz varsa onların evlerini, yollarını, okullarını, kreşleri, hastanelerini yapmak için para vermezlerse geri kabul anlaşmasını fesh edeceğiz. Beyler gitsinler avrupa'ya burada ne işi var? Gitsinler, kabul etsinler, burası sığınmacı deposu olmayacak burası burası sığınmacı deposu Avrupalı rahat etsin diye. Biz bizi bunların bütün sıkıntılarına katlanıyoruz. Benim vatandaşım gidiyor, dünyanın parasını ödüyor, tedavi olmak için 5 kuruş ödemeden tedavi oluyor olmaz efendim olmaz bunları kabul etmiyoruz."
4613.62,4619.23,"Düzelteceğiz, göreceksiniz."
4619.23,4654.47,"Bir saniye buyurunuz arkadaşlar. Bağırmanın bir manası yok lütfen. Çünkü zaten o kadar kalabalıktı ki kimin bağırdığını da anlayamıyoruz. Buyurun tamam bir bekleyelim o tarafa az gitti. Çünkü buyurunuz. Amerika ziyaretinizde 8 saatlik bir zaman dilimi vardı. Kayıp zaman dilimi bunu bize aydınlatırsanız teşekkür ederim, teşekkür ederiz. Evet, bu da sosyal mecralarda çok sorulan bir soru, evet, boston'da emniyet'e gittim. Dünyanın bir numaralı teknoloji Üniversitesi o teknoloji Üniversitesinde türk hocalar vardı. Acaba biz türkiye'de iktidar olduğumuzda o teknolojik buluşları gelip kendi ülkemizde hayata geçirebilir miyiz diye onlarla görüşmeler yaptım, oradaki türk öğrenci."
4654.47,4689.08,"Değerli hocalarla görüştüm. Arkasından başka bir üniversiteye geçtim. New york'a bizim bir planımız vardı. Oradan washington'a geçecektir. Planımız da şuydu, buradan kaçırılan götürülen paralarla new york'ta mehmethan da 35 katlı gökdelen yapmışlardı. Boston'dan bindik arabaya ve o arabayla 8 saatlik bir yolla geldik. Manastırına yani new york'a geldik, manhattan'a geldik. Manhattan'da o 35 katlı gökdelenin önünde bir küçük video yaptık. Bu binanın üstünde de hiçbir etiketi yok. Kimlere ait olduğunu ama biz biliyoruz kimlere ait olduğunu Erdoğan ailesinin kurduğu bir vakfa ait orası 35 katlı bir bina onun görüntüsünü aldık ve."
4689.08,4719.31,"Ondan sonra ben washington'a geçtim. Boston'dan new york'a uğrayıp oradan washington'a geçişimiz 8 saat öyle gizli kapaklı bir şey yok. Çünkü devletin polisi de yanında. Hani devletin polisi olmasa diyeceğiz ki başka birisi onlar da yanımda yani 8 saat nereye gitti, nereye kayboldu? Arzu eden o yolu gider Gezer 8 saatlik bir yolu bulur. Bu 8 saat içerisinde sadece sadece ve sadece washington'a giderken bir benzin istasyonunda araca akaryakıt aldık. O kadar başka bir yerde de vakfın belgesi var mı? Erdoğan ailesinin üstün olduğunu."
4719.31,4754.55,"Var dimi yani oraya kaçak ayrı adayla yapılmış dediniz ya genelde parayla yapıldı. Tabii kaçak demedi. Meretin da Amerikalı sizi 35 katlı kaçak yapı yapmanıza izin verir mi? Izin vermez yani ama şunu bakın, teşekkürler burada bir vakıf var. O vakfın Başkanı Erdoğan ailesi orada da bir vakıf var, o da Erdoğan ailesi buradan milyon dolarlar gidiyor oraya o binalar yapılıyor. Diyeceksiniz ki bu rakamları nereden buldunuz? Çünkü Amerikan hükümeti ciddi bir hükümet diyor ki yurt dışından bir vakfa para geliyorsa ben bunu kamuoyuna açıklarım ve Amerikan hazine bakanlığı'nın internet sitesinde bütün bu rakamlar yazılı buradan giden dolarlar yazılı biz burada bilmiyoruz ama Amerikalılar kendi int."
4754.55,4789.79,"Yönet sitelerine koyuyorlar. Hazinenin oradan öğreniyoruz. Size de tavsiye ederim. Arada bir bakarsanız daha yeni buluşlar. Evet beyefendi buyurun buyurun buyurun hızlıca bak şu tartışmalar konuyu uzatıyor ve geç kalıyor. Biraz da uçağım kalkıyor. Onun için hemen sorumu sormak istiyorum, uçağınız mı var falan şaka yapıyorum tamam buyurun evet adım Ahmet kösen, 2.015 yılında Türkiye Cumhuriyeti enerji bakanlığı ve Akkuyu Nükleer a ş tarafından Akkuyu da çalışmak üzere rusya'nın Moskova şehrine gönderilen öğrencilerden bir tanesiyim. 6 buçuk yıllık lisans ve yüksek lisans eğitimi başarılı bir şekilde bitirdim ve 24, 02 2.020."
4789.79,4823.01,"2 yılında ülkeme geri geldim 2.022 yılının Haziran ayında akkuyu'da işe başlamam gerekirken maalesef hiçbir sebep sunulmadan işe alım yapılmadı ve 7 yılım heba edildi. Bütün okul masraflarım, gidiş geliş uçak biletlerim dahil şirket ve devlete ait olmasına rağmen hiçbir sebep sunulmadan işe alım yapılmadı ve şu an akkuyu'da mahkemelik ve ben aldığım belgelerle lisans+ yüksek lisans diplomalarına türkiye'de hiçbir işi bulamıyorum. Çünkü maalesef nükleer enerji sadece Akkuyu da var ve ben bu diplomalarla yurt dışına tercih yapmak durumundayım."
4823.01,4858.25,"Onlar da kolay kolay almıyorlar. Sizin bildiğiniz gibi soruna geliyorum. Siz Cumhurbaşkanı olduğunuzda benim bu mağduriyetimi nasıl gidermeyi düşünüyorsunuz? Ikinci sorum ise çok özür dilerim. Gönderen kimdi? Gönderen Akkuyu şirketi, şirketi, Türkiye Cumhuriyeti enerji bakanlığı, bunlar kendi sitelerinde de şu an bütün arkadaşlar girip bakabilir, işe alım garantisiyle biz bayağı bir aşamadan bayağı bir sınavdan geçerek hiç oraya girmeye hak kazanmış endişe etmeyin, orada görevinizin başında olacaksınız, ikinci sorum aksuyla ilgili projeleriniz ve planlarınız nelerdir? Akkuyu zaten başlandı, önemli aşama katedildi, bitmesin."
4858.25,4888.83,"Besleyeceğiz ise bitecek başlangıçta taahhüt edilen fiyat çok yüksekti. Fakat dünyada enerji fiyatları artınca o makul bir düzeye indi. Dolayısıyla türkiye'nin çıkarlarını korumak için gereğini yapacağız ama var olan sözleşmelerde taahhütler nedir, hangi yükümlülükler var onları bilmiyoruz. Bilince o konuda daha sağlıklı kararlar ve birinci soruma da cevap alırsam birinci soruya söyledi, başlayacaksınız, teşekkür ederim tabii başlayacaksınız, teşekkür ederim. Metin sorumluluğu var, teşekkür ediyoruz buyurun beyefendi sana söylüyorum kardeşim dedim ya şehrayin diye hep yanlış anlıyorlar sen benim güzel ülkücü bir kardeşim sen."
4888.83,4905,"Saat dörtten beri bekliyoruz. Elbette birçok arkadaşımız bekliyor. Soru şu, Oğuzhan bey mi diyeyim, Oğuzhan abi mi diyeyim, Oğuzhan mı diyeyim istediğini söyledi. Şöyle bir şey var zaten azınız burada, siz kimsiniz efendim yani AK Parti diyelim ak partililer olarak."
4905,4936.95,"Şu an alkış yüksek geliyor olabilir ama biz gerçekten önemli sorular sormak için buradayız. Gelen sorulardan hangisini beğendiniz? Onu şöyle arada temenniler dinliyoruz, temenniler çok uzun sürüyor formatını bu şekilde kusura bakmayın. Montajda inanın bana mikrofon geldi, gittiler de gidecek çok güzel izleyeceksiniz, beri kaldırıyoruz ama herkesin sorusu kıymetli herkes bekliyor arkadaşlar hayır tamam yapmayın lütfen burada dediğim gibi kimsenin ne konuştuğuna müdahale etmeyi anlıyorum, beyefendi çok dedim ya ettik yani biz de şu anda sabrediyoruz ama lütfen şeylere geldikçe ulaştırmaya çalışıyoruz beyaz."
4936.95,4948.01,"Soru, sorunuzu lütfen anlıyorum. Buyurun şimdi Kemal bey'den de özür diliyorum. Gece geç saatlerde biz genç olarak biz bekleriz ama kendisine yaş olarak hürmetten ya biz de bekletmek istemiyoruz ama inanın çok soru var."
4948.01,4980.82,"Şu an tamam, arkadaşlar sakin olun sakin olun ama bundan ama sen de sabah eve dönme akar arkadaşım salona dönme artık ne olursun sorunu sor. Çünkü her program başladığından beri bize müzeyi kesinlikle arkadaşlar. Tamam sakin olun sakin olun beyefendi beyefendi beyefendi lütfen salona değil bize doğru döner misin? Mültecilik ile alakalı soru sormak için bekliyorum çok teşekkür ederim buyurun sorunuz ne güzel buyurun bu konuyla alakalı hiçbir soru gelmedi bu konuyla alakalı az önce tek bir soru geldi, haklısın bak senden istirhamım rica ediyorum anlıyorum seni amacın polemiğe girmek tabii ki değil."
4980.82,5010.17,"Farkındayım ama şöyle düşünür müsün, gelen soruların hepsi bence çok iyiydi. Tatmin ediciydi bak lütfen hemfikirim güzel sorular geldi, kabul edelim şimdi lütfen sen de o güzel sorulara bi güzel soru daha ekle lütfen hiç boş ver çünkü hepinizi bekliyoruz. Biz de bir youtube kanalı yazık öyle dediğim gibi büyük bir televizyon kanalı olaydık da bir sürü imkanımız olsaydı mülteci akalı buyurun son zamanlarda bir konuya açıklık getireceğim. Tabii bu sizle alakalı size temenni olarak ardından Kemal bey'e sorumu soracağım ben de varım ama genel olarak nasıl istiyorsanız buyurun türkiye'de bir saniye."
5010.17,5023.91,"Arkadaşlar lütfen sessiz uzayacak, arkadaşlar uzayacak, yapmayın. Türkiye'de mülteci dediğimiz zaman milyonlar konuşuluyor. Ancak türkiye'de şu an sadece 147.000 mülteci var. O da şartlı ukraynalılar."
5023.91,5030.71,"Arkadaşlar arkadaşlar. Hayır, hayır."
5030.71,5063.99,"Şimdi içişleri bakanımızın yaptığı bir açıklama verdiği bir sayı var. Mülteciyle sığınmacıyı ayırma söz konusu. Biliyorsun konumuz şeyler içerisinde verdiğin sayılar devletin verdiği sayıları da yansıtmayı anca elbette böyle bir tepki gelebilir ama tepkiyi aldırma siz de lütfen tepki vermeyin beyefendi. Sorusunu sorsun, sonra bir kayda geçsin cevabı alalım sakin sakin dağılalım olur mu? Kurban olayım lütfen ayağa kalkınız, sorunuzu sorunuz oraya değil, buraya beğendim ama soru buraya lütfen teşekkürler sağ olun. Türkiye'de şu an mültecilik ile alakasız etmeyeceksiniz, çok ciddi bir kara propaganda var, bunu aşmak için bununla mücadele vermek için yıllardan beri göç."
5063.99,5099.23,"Üzerine çalışıyorum ama mülteci sığınmacı işte göçmen geçici. Bunlar farklı şeyler. Ben kendim Özbek türküyüm. 40 50 yıldan beri türkiye'deyiz varız ve bizler afganistan'ın bugün güney Türkistan eyaletinden geldik ve gelenler orada doğu türkistan'dan gelen Türkler neyse bizler de aynısı bu nedenle ben bütün eğitimlerim burdan aldım. Sizinle ilgili bir sorun yok, sizinle ilgili bir sorun yok. Sığınmacılarla ilgili bizim suriye'den gelen ve suriye'den gelen sığınmacılarla ilgili sorunumuz var. Sizin afganistan'da gelen Türkmenler diğer Türkmen."
5099.23,5134.47,"Yerle herhangi bir sorunumuz yok. Onlar zaten çoğunuz burada eğitim aldığınız burada yetiştiniz. Burada çalışıyorsunuz. Kamu Cansu devlet sizi gözetiyor. Sizinle ilgili bir herhangi bir sorunumuz yok zaten. Biz sığınmacı olarak keli buraya yerleşen bakın o insanların dramını da ben size anlatayım. Buraya gelen insanlar asgari ücretin yarısıyla çalışıyorlar. Gaziantep'te bir iş insanı şunu söyledi, valla sen masalardan çok memnunum. Suriyelilerden memnunuz, 8 saat değil 18 saat çalıştırıyoruz, asgari ücretin yarısını veriyoruz, ne vergi var, ne sigorta var, robottan bile daha ucuz, biz bunu burada tutalım diye bu insanlar yarın yaşlandığı zaman ne olacak dolayısıyla."
5134.47,5169.83,"Biz bugünü değil, geleceği de türkiye'sini düşünmek zorundayız. O nedenle biz sığınmacıların kendi ülkelerinde onların rahat yaşayabileceği bir ortamı hazırlayacağız. Gaziantepli iş insanlarımız gidecek, orada fabrikaları vardı. Zaten o fabrikalar yeniden çalışacak, orada yeniden öğretecekler. Ortadoğu halklarıyla zaten biz akrabayız bizim herhangi bir sorunumuz yok ama herkes kendi ülkesinde yaşasın herkesi Türkiye o ülkeye, yani suriye'de, irak'a da her yere yardım edebilecek bir potansiyele sahip Türkiye. Ama eğer bizim dokumu değiştirirse ve bu sayı çok giderek artarsa şimdi 10.000.000 diyoruz, yarın 20.000.000 olacak, 30.000.000 olacak. Ne yapacağız, biz de nasıl yaşa?"
5169.83,5202.8,"Ciddi sorunlar çıkabilir, aşçılık sefaletle derinleşir ise yeraltı dünyasının giderek güçlendiğini göreceksiniz. Dolayısıyla türkiye'nin geleceğini düşünmek zorundayız. Bunu sizin için bir sorun olarak görmeyin. Bu sorun olarak değil bu. Türkiye'de şu an medyada çıkan bütün algı şu görüyoruz işte direk afganistanlı işte direk işte peştun süreçte sübyancı vesaire olarak itham ediliyor. Bakın ben 30 yıldan beri zeytinburnu'nda büyüdüm. Ben kendim bu aşırı suriyelilerden, tutumlardan, hacimlerinden kaçarak inegöl'e taşındım. Yani burada ortak fikirdeyiz ama bunu anlayarak bunu öğrenerek."
5202.8,5234.93,"Bravo yani bunlarla nasıl mücadele edebiliriz, nasıl tanıyabiliriz? Peki şöyle bir şey söyleyebilirim, çok özür dilerim, çok haklısınız. Tabii sizin baktığınız açıdan bakmamız için birazcık daha geriden bakmamız lazım konuya ama vaktiniz varsa beyefendiye uğurladıktan sonra bir gıybet bölümü var orda dilerseniz bunu bütün memlekete anlatalım, beraber olur mu? Konuşup karşılıklı olur, tamam beyefendi yormayalım çünkü o zaten videoyu izletti, sınırları sizden izliyorum çünkü tekrar mikrofon gelmiyor, kurban olurum verdim. Şu an sözü tamam çok sorayım hepinizden gel ama daha sonra soramadım ben arkadaşlar anlıyorum lütfen lütfen sakin siz salona baktıkça böyle oluyor bize."
5234.93,5270.17,"Evet, Kemal bey'in sizi yani ben bi AK Parti ve Tayyip Erdoğan seven bir kimse olarak size temsil ettiğiniz cümleye saygım sonsuz. Yani aynı şeyi de karşı taraftan bizim için bekliyoruz. Elbette sorum şu, siz oldu da bu 2 sene içinde göndermediniz. Göç bakanlığı kuracak mısınız? Velev ki gerçekten başardınız. Bütün ülkelerle işte çin komünist hükümeti Afganistan, taliban'la işte, esed'le ve diğerleriyle görüştünüz, kesin gönderme kararı aldınız. Peki burada türk soylu statüsü vererek Kırgız Uygur Özbek bunları bağımsız bir halde ayırarak ve artık bu türkiye'de bu."
5270.17,5305.41,"Var da Afgan veya bunlar da diğeri demektense bunu literatüre ekleyecek misiniz? Direk türk soylu olarak affedilecek mi zaten bakın siz tabii Türkiye Cumhuriyeti devleti'ni anladığım kadarıyla yeteri kadar analiz edememişler. Türk soyu ile ilgili zaten bizim özel bir bağımsız birimi var. Türkiye Cumhuriyeti devleti'nin. Dolayısıyla bu özel birim türk cumhuriyetleriyle ve türk soyu olan gruplarla ilişkisini zaten sürdürüyor. Burada herhangi bir endişe şey yok, kaygı yok+ içişleri bakanlığı'na bağlı ve bu bölüm gerçekten de güzel hizmetler yapıyor. Biz herkesi göndereceğiz derken bunun belli kuralları olacak. Devlet dediğiniz kurun benim dediğim gibi hemen yaka."
5305.41,5340.65,"Sana yapışıp gönderelim diye böyle bir kural yok. Onun altyapısını oluşturacaksınız. Canlı bir mal güvenliğini sağlayacaksınız ve ondan sonra göndereceksiniz. Parayı da Avrupa birliği'nden alacaksınız ve bunları yapacaksınız. Çünkü burada asıl sorunu yaşayan Avrupa Birliği bize geri kabul anlaşmasını dayattılar, imzaladık. Biz şimdi bakıyoruz, parazit telles'e veriyor istemezlerse vermiyorlar. Yani biz sığınmacı deposu değiliz. Mülteci ayrı, sığınmacı ayrı, ikisini birbirinden ayırmak lazım. Teşekkür ediyorum hanımefendi buyurun buyurun merhaba iyi akşamlar iyi akşamlar ismim buse bayraktar hoş geldiniz benim bir sorum olacaktı Avrupa yerel yönetimler özerklik şartını aynen uygulayacağım dediniz bu metine Türkiye 10"
5340.65,5375.89,"Maddesine çekince koyarak imza atmıştı. Türkiye'nin dışında yaklaşık 34 ülke çekince koyarak bu anlaşmayı imzaladı. Yani bu HDP nin istediği öz yönetim anlamına gelmiyor mu? Türkiye gibi 34 ülke aynı maddelere sizce neden çekince koymuş olabilir? Teşekkür ederim, teşekkür ederiz, gayet basit hızlı bir soru oldu. Önce şu konuda bir anlaşmamız lazım. 1.900 otuzlu yıllarda çıkan belediye kanununda belediyeler mali ve idari açıdan özerk tir diye yazar. 1.900 otuzlarda bugünkü kanunda da aynısı yazar, neden? Çünkü belediye Başkanlığı belde halkı seçiyor, ayrı bir bütçesi var, nasıl Türkiye Büyük Millet meclisi varsa onları da belediye meclisleri var."
5375.89,5411.13,"Ama merkezi yönetimin vesayeti asıldır esastır, belediyeler kendi bağımsız olarak ben bağımsız bir devletin diyemezler. Her belediyenin kendine ait bir de özel bir logosu vardı. Ankara büyükşehir'in, istanbul büyükşehir'in, antalya'nın diyarbakır'ı, trabzon'un ayrıca logoları vardı. Buradaki özerklikten kastedilen bunlar ayrı devlet olacak. Yok efendim nereden çıktı öyle ayrı bir devlet olmaz, böyle bir şey yok ama bu algı sürekli yerleştirilmeye çalışıyor. Rahmetli ecevit'in döneminde yerel yönetim özerklik şartını öngören kanun çıktı mı? Elbistan bizim zamanımızda değil, o dönemde çıktı kanun ama Türkiye bazı maddelerine çekince koyduğu için duruyor. Elbette ki siz terörle mücadele edeceksiniz."
5411.13,5446.37,"Terörün bu topraklarda silinmesini isteyeceksiniz ve ne gerekiyorsa onu yapacaksınız. Yoksa efendim işte falan belediye özerk olacak. Zaten belediye özerk ama orası bağımsız değil. Özerklikle, bağımsızlık ayrı üniversite özelliktir ama üniversite türkiye'nin üniversitesidir. Belediyelerin de zaten özerkliği kendi yasalarında var, ben koymadım. 1.900 otuzlarda beri gelen uygulama böyle sadece bizde değil bütün dünyada böyle aslında. Dolayısıyla yerel yönetimlerle merkezi yönetim arasında bağ var. Bu bağda az sola merkezi yönetimdir. Merkezi yönetimin yerel yönetimler üzerinde vesayet hakkı var, o vesayet hakkı kalkmadığı sürece herhangi bir sorun yok, vesayet hakkını kaldırmaya da zaten bizim niyetimiz yok."
5446.37,5476.6,"Çok teşekkürler hanımefendi buyurun merhabalar öncelikle herkese sevgiler ve saygılar iyi akşamlar diliyorum. Bana kalırsa bu ülkenin en büyük sorunlarından 2 tanesi öncelikle eğitimsizlik ve ikincisi sevgisizlik diye düşünüyorum. Sistematik bir şekilde çok uzun bir süredir. Özellikle köy enstitüleri, eğitim enstitüleri kapatıldığından beri insanlara karşı silahlandırılan bir cehalet olduğunu düşünüyorum ve bu cehaletle savaşmak için insanların tekrar eşit ve kaliteli bir eğitime erişmesini sağlamak için neler yapabiliriz?"
5476.6,5511.84,"Bir soru başlayayım mı? Buyurun efendim, başka soru var mıydı bilmiyorum. Benim tarafımdan şu anda yok. Güzel eğitim. Eğer bir toplum gerçekten yükselmek istiyorsa dünyada saygınlığı kazanmak istiyorsa, eğitim sistemini çağdaş anlamda yeniden yapılandırmak zorundadır. Eğitimin temel özelliği okula başladığı andan itibaren çocuğun merak duygusunu büyütür iseniz, sorgulama hakkını 10'a çıkart verirseniz o eğitim başarılı bir eğitim demektir. Yani analitik olması lazım, eğitimin ezberci bir eğitimden uzak olması lazım. Önemli olan eğitimin aynı zamanda eğitimciler tarafından programlanır ve politikalarının beli."
5511.84,5547.07,"Vermesi lazım. Yani siyasetçi olarak ben eğitim gel şöyle okuyacaksın, şu dersi okuyacaksın, benim dememem lazım. Bu tamamen pedagogların, eğitimcilerin, hocaların işi, bütün gelişmiş ülkeler eğitimi bu çerçevede ele alıyorlar. Bizim de benim de şahsen düşüncem eğitim bu çerçevede ele almak, yeniden yapılandırmak, sıcak siyasetin tümüyle dışına çıkarmak her alanda nerede olursa olsun eğitimin bu çerçevede ele alınması lazım. Yani imam hatipte okuyan çocuğumuz da çok nitelikli bir eğitim almalı. Fen lisesinde okuyan çocuğumuza çok nitelikli bir eğitim almalı, aynı zamanda eğitimin üretime dönük olması lazım. Bütün organize sanayi bölgelerinde tekne."
5547.07,5582.32,"Proje liselerinin kurulması lazım. Eğitim alan çocuğun eğitimi belli bir yılından itibaren örneğin ikinci yıldan itibaren organize sanayi bölgesinde aldığı eğitime paralel kurs görmesi lazım. Staj görmesi lazım. O süre içinde sosyal güvenlik primlerini devlet tarafından ödenmesi lazım. Mezun olduğunda ise işi hazır olacak. Yani iş garantili Eğitim Bir anlamda aslında bunu dünyanın pek çok ülkesi uyguluyor. En başarılı olan ülkede Finlandiya, Finlandiya modelini anlatmak için finlandiya'dan eğitim reformu yapan bakan yardımcısını türkiye'ye davet ettik. Geldi eğitim reformunu finlandiya'da nasıl gerçekleştirdiklerini anlattı. Eğitimi yeniden yapılandırmak lazım yökde."
5582.32,5615.83,"Belayı kaldırmak lazım. Üniversitelerde bilgiyi bilimi egemen kılmak lazım. Farklı düşüncede olan hocaları sen farklı düşüncesizsin diye üniversiteden atmamak lazım. Ben yapılacak çok şey var aslında. Ama işin özü merak duygusunu büyütmek. Buradan başlayıp eğitimi geliştirmek lazım. Eleştirmeye ve eleştirilmeye açık insanlar yetiştirmek için bence de her şeyden önce eğitimle başlamak lazım. Teşekkür ederiz. En temel efendim tabii ki hemen kimle mikrofon sonra gelecek oraya herkese merhaba, merhaba kendim için bir şey istemiyorum ben buraya türkiye'de sokak köpeklerinin mücadelesi için lafı biraz şey yaptım heyecandan dolayı kusura bakmayın."
5615.83,5629.6,"Estağfurullah ormanlara terk edilmiş otoyollara terk edilmiş belediyeler tarafından ölüme, açlığa, susuzluğa terk edilmiş sokak köpekleri için mücadele eden bir kardeşinizim. Sayın Kemal Kılıçdaroğlu, herkes için adalet istiyorum dedi."
5629.6,5664.51,Herkes için adalet istiyorum dedi. Konya barınağında kafasına kürekle vurularak öldürülen köpeğin herhangi bir kadından herhangi bir çocuktan farkı nedir? Boğazına ip bağlanarak arabalarla sürüklenen köpeklerin herhangi bir candan bir farkı var mıdır? Sizin gözünüzde veya tecavüze uğramış köpeklerin bir farkı var mıdır? Biz hayvan severler olarak hayvanların oyla yeri olmadığını biliyoruz ama bizim oyumuz var. Biz hangi partiye hayvanların hakkını savunuyorsa 10'a çıkart oy vermek istiyoruz. Sizin için mücadele etmek istiyoruz ama sizden çok kısa hayvan haklarıyla ilgili bir konuşma bekliyoruz. Bu hayvanlara şiddet uygulayan insanların ceza alacağına dair.
5664.51,5680.6,Bir video istiyoruz. Bir kanıt istiyoruz sana söz baharlar gelecek diyorsunuz. Bize kısırlaştırma seferberliğini sözünü verin. Hayvanların manasındaki %10 sekizlik KDV nin kaldırılması için söz verin biz sizden bunları istiyoruz. Daha bir sürü şey yazdım ama.
5680.6,5713.94,"Teşekkür ederim. Burası türkiye'de bir barınakta çekilmiş bir görüntü kameraya girebilir mi arkadaşlar? Evet, bu hayvan bir yasaklı pitbull ama bu hayvanların kalbi bir sokak köpeğinden veya bir komedyen köpeğinden farkı yok. Sadece yetiştiren elle alakalı bu hayvanı karanlık odalarda bekletip saldırgan yerleştirirseniz bu hayvanı insanlara saldırır. Aynı yetiştirilen insanlar gibi evet ama bu hayvanı sevgiyle beslerseniz, bu hayvan çocukları da korur, kadınları da korur. Bu hayvanların sokakta ulaştırılması yasak. Ben şunu savunuyorum, sokakta onlarca köpek gezsin, çeteler oluştursun insanlara saldırsın, bu sokak köpeklerinin so."
